,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
125,345116.4,187784.75,0.0,0.0,0.0,528407.4,1052829.6,0.0,0.0,860314.7,811109.4,702248.25,325366.25,77666.29,378502.38,1039318.9
126,345116.4,187784.81,0.0,0.0,0.0,528407.4,1052829.6,0.0,0.0,860314.75,811109.44,702248.25,325366.2,77666.27,378502.44,1039318.9
127,345116.4,187784.81,0.0,0.0,0.0,528407.4,1052829.6,0.0,0.0,860314.75,811109.44,702248.25,325366.2,77666.27,378502.44,1039318.9
128,345116.4,187784.81,0.0,0.0,0.0,528407.4,1052829.6,0.0,0.0,860314.75,811109.44,702248.25,325366.2,77666.27,378502.44,1039318.9
129,338461.1,184163.08,0.0,0.0,0.0,518216.9,1032526.25,0.0,0.0,843723.2,795466.7,688705.25,319091.12,76168.99,371202.4,1019276.2
130,3343692.8,1818568.0,0.0,0.0,0.0,5118778.5,10199961.0,0.0,0.0,8333363.5,7856499.5,6802682.5,3151078.8,753442.1,3665409.2,10069460.0
131,3393276.8,1845536.4,0.0,0.0,0.0,5194686.5,10351219.0,0.0,0.0,8456941.0,7973005.5,6903562.5,3197807.5,764614.56,3719764.2,10218782.0
132,2746846.0,1493954.9,0.0,0.0,0.0,4205080.5,8379275.5,0.0,0.0,6845864.5,6454120.0,5588408.5,2588614.2,618953.0,3011136.2,8272068.5
133,3194938.5,1737663.9,0.0,0.0,0.0,4891055.5,9746187.0,0.0,0.0,7962630.5,7506981.0,6500046.0,3010895.0,719922.2,3502343.0,9621491.0
134,3393276.8,1845536.4,0.0,0.0,0.0,5194686.5,10351219.0,0.0,0.0,8456941.0,7973005.5,6903562.5,3197807.5,764614.56,3719764.5,10218782.0
135,3343692.8,1818568.0,0.0,0.0,0.0,5118778.5,10199961.0,0.0,0.0,8333363.5,7856499.5,6802682.5,3151078.8,753442.1,3665409.2,10069460.0
136,2746846.0,1493954.9,0.0,0.0,0.0,4205080.5,8379275.5,0.0,0.0,6845864.5,6454120.5,5588408.5,2588614.2,618953.0,3011136.2,8272068.5
